3,25,76530,5,5,1,41000.0,1,0,0,0,0,0,0,1,1,0,1,25077
823,2,220,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2505
23624,950,25,0,1,10,1,0,9,0,0,1,0,1,0,0,1,1,25014
7174451,0,25,4,259,0,0,1,1,9,1,0,1,0,1,1,1,1,25021
710,2514,2550,25,1,1,160,0,0,0,0,0,1,1,0,1,0,1,250077
267725,25,0,2,80,120,1300.0,0,0,0,1,0,1,1,0,0,1,1,2502
22658,25,25,10000,20,1,1,1,0,1,0,0,0,1,1,0,1,1,21017
521162,225,250000,1,1,4,2200.0,0,1,1,0,0,0,0,0,0,1,0,250273
127828,28,254000,70,5,27,01,0,0,1,1,0,1,0,0,0,0,0,2501
71386,852,2,240,74,8610,1,0,0,0,1,0,0,1,1,1,1,1,25001
79802,25,2500,0,1,130,1,0,0,0,0,0,1,1,0,0,1,1,25017
79,25,2,27000,0,460,36100.0,0,0,0,1,0,1,0,0,1,1,0,25027
7790425,25,150,4,90,1,0,25,0,0,1,1,0,0,0,1,1,1,25017
923,25,214,25,1,0,0,1,1,0,1,0,0,1,1,1,0,1,2502
221,25,170,200,63,76,10,1,1,0,0,0,1,0,1,1,1,1,250177
114,45,26,2565,18,2,24000,0,1,0,0,0,0,1,1,0,0,1,2501
730,248,15,2400,9,2,1,94,080,1,1,0,0,0,0,1,1,1,25027
16322,25,220,25,10,360,441,0,0,0,1,1,0,1,0,0,1,0,251019
71489,5,1020,8,50,45,16100.1,1,0,1,1,1,1,1,1,0,0,1,25017
276552,625400,20,0,31,37,1600.0,0,0,0,0,1,0,1,1,0,0,1,252117
756262,252,100060,1,22,1,4100.0,0,0,1,0,0,1,0,1,0,0,1,2501
2588225,25,28,90,0,0,0,1,1,0,0,0,0,0,1,1,0,1,2501
6382,25,25810,28,2500,130,17,99,0,1,0,1,0,0,1,0,1,1,25077
6585628,2,5010,0,35,4,25,320,1,0,0,0,0,0,1,0,1,1,25001
4192133,25,253,281000,0,0,0,1,0,1,0,1,1,1,0,1,1,1,2501
46852853,25,241000,1,541,21,110.404.1,10000,0,0,0,0,0,1,0,1,0,1,25017
22905,20,2,0,1,24,5,0,0,0,0,0,1,1,0,0,0,1,2500
892452,75,14,222000,0,30,0,0,1,2,0,1,1,0,1,1,1,1,25017
4580,25,250,10,9,6,117270,0,0,0,1,0,0,1,0,1,0,1,2500
71526265,25,330,0,2,28,11000,0,0,0,0,0,1,1,0,1,1,1,250109111
28,2,10,20,0,38,500030,0,0,0,0,0,1,1,1,1,1,1,2501
0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,2,2529
91060,15,2,85000,0,7,65000,0,0,0,0,1,0,1,1,1,0,1,25120
27365,225,2500,0,2,3,3,20,1,10,1,1,1,0,0,1,0,1,2501
579,25,25,10,16,43,96,1,0,0,0,0,0,0,0,1,0,1,25017
3456562,25,1,2500,0,19,2440020.0,0,0,0,0,0,1,0,0,0,1,1,25027474
1993282,25,251,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,25077
2212,75,25,23,09,1,470,0,1,0,1,0,1,0,1,0,0,1,2210
33,9,55,1500,0,30,0,0,0,0,0,0,0,0,1,1,1,1,25012
79293050,25,2,5500,0,1,1,820,31,0,0,0,0,1,1,1,0,0,2517
427081,4655,25,1,725000,2,23,25,0369,0,0,0,1,1,0,1,0,1,257070
25810365,24,250,45,4520,0,0,0,0,0,0,0,1,0,1,1,1,1,25021725
666,955,25,25000,1,211,46000.1,0,1,0,0,0,0,0,1,0,1,1,2501
1779,48,348,25000,0,2,28000.1,0,1,0,0,1,0,0,1,0,1,1,25057
1732,2,25,25000,15,490,28030,1,1,0,1,0,1,1,0,1,1,1,25017
22535,25,2,25700,16,0,0,1,0,0,0,0,0,1,1,2,0,0,251037
12363,25,1,7,1,1,16,0,0,0,0,0,1,1,0,1,1,1,2501
2770321,20,2,1,0,1,25000.0,1,1,0,0,1,0,0,0,1,1,0,2502
54,25,25307,725,19,150,40.0,1,1,0,0,1,0,250,0,1,0,1,2500
2402,5,250,4,25,88,65,212000000,0,0,1,0,0,1,1,1,1,1,25007
72650,155,25504100,2,0,0,1,1,1,0,1,1,2513600,1,0,1,0,1,25027
70772483,25,15,0,1,0,55,0,0,0,0,0,1,0,1,0,1,25,107
97,25,1575,02,0,11,2780.1,0,0,0,0,0,0,1,0,1,0,1,2501
3027,5,663,280,0,372,16,430,1,0,0,0,0,0,1,1,0,1,2501
7,38,0,60,40,0,1,0,0,0,0,0,0,0,0,1,0,0,2501
5281665665,255,1,1,25,100,25000,000,0,0,0,0,0,1,0,1,0,1,250170
5,25,1800,0,7,8,45000.0,0,1,0,0,0,0,1,0,1,1,1,25013
9773240,25,26,20,1,15,10,0,0,0,0,0,0,0,1,0,1,1,251197
21644200,25,25,0,3,0,2,170,1,071,0,0,1,0,1,0,1,1,2501
717,28,25,251,2000,2,0,22,2500,130,5,1,0,0,0,1,0,1,2500
788,93,2,2981800,1,5,11,0,0,0,0,1,0,0,0,0,0,1,2501
923,23,2,250,0,1,0,1,240,1,1,1,0,0,0,0,0,1,2501
87238,280,25,25,24,20,40,0,14,20,0,1,0,1,0,1,0,1,2501
2167528,25,1,350,00,9,0,11,10,0,0,1,0,0,0,0,1,1,25022
281,25,2500,0,1,2500,0,0,0,1,1,0,0,0,1,0,1,1,25077
197,255,21,15,211,14,2240000,1,0,0,0,1,0,1,1,1,1,1,20017
42,25,25170,9,48,30,250.0,0,1,0,0,0,0,1,1,0,0,1,23017
66750,25,0,250,1,25,2800.0,0,0,1,1,0,0,0,2,1,1,0,250577
720950,25,25,25,1000,24,28,1,13280,0,0,0,0,1,1,1,0,1,2502
323,55,25170,20,4,25,24,0,20,3,1,10,0,0,0,1,1,1,250217
04400,1,0,0,25,350,1,0,0,1,0,0,0,1,1,1,0,1,2501
9222,25,18,28,0,35,0,1,0,1,0,0,0,1,0,0,0,1,250117
158,25,1000,5,2,0,1,25,1910,0,0,0,0,1,0,0,0,2,25017
817562,255060,25,0,1,25,2,235015,010,10,0,0,0,0,0,0,0,1,25041
7791652,5,25,24000,0,6,9,640,0,0,1,0,0,0,1,0,0,2,25077
121,25,0,1,3,15,330.0,0,0,0,0,0,1,1,1,0,1,2,251101
9965,25,25400,0,2,5,10.1,0,0,1,0,0,1,1,0,0,1,1,250177
67,5,252,650,25,288990,0,110,1,140,0,0,1,1,0,0,0,1,2501
782709,25,458,2,4290,5100,0,0,0,0,1,0,1,0,1,1,1,1,2501716
7790,2,6200,254,15,42,2400,90,0,0,0,1,1,0,1,1,1,1,250167
80,25,2500,1,1,24,3500.0,1,0,0,1,0,1,0,0,1,1,1,2502
5233325,25,200,1,229,400,1,0,0,1,1,0,0,1,1,0,1,0,250
70322,259000,0,3,25,1,48,0,0,1,0,0,0,0,1,1,0,1,2501
748276555,25,0,0,22,110,1,0,0,0,0,0,1,0,0,0,1,1,250187
1898,2545,24,25,2,20,0,0,9,47,00,1,0,1,0,1,0,1,2500
6527,25,91,1,00,0,1,254,2543000,0,26,0,0,0,0,1,0,1,2507
210,25010,45,22,39,0,0,1,00,0,1,1,0,0,1,1,1,1,250107
9799,250000,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,2501
333542565,65,27000,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,252287
212792,25,250000,1,9,3404,1,0,1,1,0,1,1,0,0,0,1,1,25007
192390,25,0,1,8,100,0,0,1,0,1,0,0,0,0,1,0,1,25001
27,48127,88,2,30,580,3,0,0,0,0,1,0,0,1,0,0,0,25017
78238163,250,850,50,40,0,2500.0,0,0,0,0,1,0,0,0,0,1,1,25107
9125,25,2500,0,19,23,37000.0,0,0,0,1,1,0,0,0,0,0,1,2500
2725,0,9,20,0,0,1,0,1,0,1,1,0,0,1,0,1,0,250
6752,060,25,15,9,1,0,60,0,0,0,0,1,1,1,0,1,1,25021
9974,259,2,0,1,95000,0,0,0,1,1,1,0,0,1,0,1,1,250277
277800,0,1,20,25,0,0,3,3,1,0,0,0,1,1,1,2,2,177071
5916665,25,1900,130,0,1,3,0,1,0,1,0,0,0,0,1,1,1,25527
8823655,25,20,0,20,431,10,0,0,0,0,0,0,0,0,1,1,0,25019
1666962,2597,258000,31,20,3,0,1,0,0,0,1,0,1,0,1,1,0,25029
110598,25,21,2400,0,25,80,0,0,0,1,1,1,1,0,0,1,1,2501
327,255,1800,0,1,2,10,10,0,0,1,0,0,0,1,1,0,1,2501
8728,255,20,9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2511
4587668,25142,2830,1,68,12,49,14,8,0,0,1,0,0,1,1,1,1,25011
19261,2500,1,243824,20,0,0,0,1,1,0,0,0,1,1,1,1,1,2501
818188,65,250,2,8,1,1200.0,0,0,0,0,0,0,0,0,0,0,0,25090
5330,242,200,1,25,13,0,0,0,2,0,1,1,0,1,0,1,25,257
99,255,10000,0,1,3460,0,1,0,1,0,0,1,0,0,0,0,2,2500
38578,25000,1,9,500,11,1,1,1,0,0,0,1,1,1,1,1,1,2501
70179,220,0,0,28,2160,0,0,0,1,1,0,0,1,0,1,1,1,250117
24526,25,1,1,0,1,250130,3,0,0,0,0,0,1,1,0,1,1,2501
0276565,25,2530,60,1,256,930.0,0,1,0,0,1,1,0,0,0,1,1,2527267
3728,25,0,2,45000,25,,51400,0,0,1,0,1,1,1,1,1,1,252047
5130,490,0,441,0,1,0,0,0,1,1,1,0,0,0,1,0,2,2505
0433866622,22,200,1,0,0,1,200000,0,0,0,1,1,0,0,1,0,1,2517277
31,45,550,1,2,0,10,1,0,0,0,0,1,0,1,0,1,1,256277
22209625,25,45,150,35,990,1,48000,0,0,0,0,0,1,0,1,1,1,25011
7127,55,250,10,36,130,500,100,0,1,0,1,0,0,1,0,1,1,20109
7485462,250,25,75,200,1,26,3110,4,0,0,0,1,0,1,1,0,1,2500
398,26,28,254000,0,279040,0,0,0,0,0,0,1,0,1,0,0,2,25077
779523,22,23,7000,8,1,3040,0,0,0,1,1,0,0,1,0,1,1,250177
28,25,25,19,1200,1,9300.0,0,0,0,0,1,0,0,1,0,0,1,25217
272,1200,1,0,2,452110,26,0,1,0,0,1,0,1,1,0,1,1,25097
720,27,25,0,0,31,23000.0,1,0,0,0,1,0,0,0,0,0,1,22027
212528,22,27,281,13,25000,0,20,0,0,0,0,0,0,1,1,1,25,1700
78235,25,2500,65,220,30,191,0,0,1,0,0,0,1,1,1,1,0,25209
78211535625,220,54,35,236,1530,0,0,0,0,1,1,0,0,0,0,1,1,250
7577529379,25,0,20,0,0,1,0,0,0,1,0,1,2,0,0,0,1,2507
22,2,1200,9,1,28,128000.0,1,0,0,0,0,0,0,1,0,1,0,2501
72,25,11,36,1,35,0,0,1,0,1,0,1,1,0,1,1,1,25123
1834523,22,18000,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,250127
22720,659,2540,10,9,0,0,1,0,0,0,1,0,0,1,1,1,1,25017
29,258,250,200,11,9,140,0,0,0,0,0,1,0,1,1,0,1,2500
520,45,2500,0,2423,0,60,0,0,0,0,0,0,0,1,1,1,1,25027
2645,25,2500,43,25,11,2800.0,0,0,0,1,0,0,0,1,0,0,1,25001
72663,25,2500,46,410,100,3,1,5400,0,0,4,0,0,0,0,1,1,2501
17978,255,250,09,200,0,0,0,0,1,0,0,0,1,1,0,1,1,2501
29515,25,21,00,1,1,1,26500,34040000,0,0,4,1,0,0,1,1,0,2501
7067419364,25,1000,0,0,40,0,0,0,0,0,0,1,0,0,1,1,0,25009
78259,25,2,251000,1,0,3700,0,0,0,0,0,1,1,0,0,1,1,2501
2252444,2,25,25,20000,1,75,1,0,0,0,0,0,0,0,1,0,1,25017
748588,1,25,15,120,10,0,1,0,1,1,0,1,1,1,1,1,1,251516
55515,52,250,1,28,0,0,44,99,0,1,0,1,1,0,2,0,1,2501
776622,25,38,2000,1,5,22100.0,0,0,0,0,1,0,0,0,1,0,1,2502
979255,28,2300,1,9,0,0,0,0,0,0,0,0,1,0,1,1,1,25177
544,250,0,3,230,2500,0,0,1,0,0,0,1,0,0,1,2,1,2501
813393,20,1,250000,0,0,160.0,1,0,0,0,0,1,0,0,1,0,0,2500
223,20,21,1,6,58,1800.0,0,0,0,0,1,1,1,0,0,0,2,25027
35366,20,65,3,25,100000,1,0,0,0,1,0,0,1,0,1,1,1,25009
79270225625,1,14,25260,0,0,1,10,0,1,0,0,0,0,0,1,1,1,2520
937,25,95111,66,6510,85,150010.0,0,1,0,0,0,0,1,1,1,0,1,2500
45825,58,2505,2500000,0,1,660000.0,0,0,1,0,1,1,1,1,0,0,1,2502
21539862,45,5,2,1040,53,25000.0,1,1,1,1,0,0,0,1,1,1,1,25017
131165,25,55,10,7,2,1100.0,0,0,0,1,1,1,1,0,0,0,1,250773
7,2515,25,2523000,0,1,1210,0,0,0,0,0,0,1,0,1,0,1,2500771
2,25,20,230,220,6,86,6,0,0,1,0,1,1,1,1,0,1,25073
26,342205,25,100,11,25959090,3800700,1,0,1,0,0,0,1,1,1,1,1,25001
79759,25,21,20,1,90,4,12400,0,1,0,0,1,0,1,0,1,2,2501
37852235,25,0,0,0,44,3,110,1,04,0,240,0,1,1,1,1,0,250
83008515,22,460,2600,1,80,0,0,0,1,0,1,0,0,1,1,1,0,2500
73473557,25,2,00,1,390,2800.0,0,1,1,0,1,1,0,1,1,2,0,25714
5732271,25,13,2500,0,0,1,1,0,0,0,0,0,1,1,1,1,1,2502
797326565,25,2210,12661,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2500
2796,25,200,20,332,42,23000.0,0,0,0,1,0,0,0,0,1,1,1,2501
6398870,25,0,28,28,1,000.0,1,0,1,0,1,0,0,1,1,0,1,2500
82645,1590,23,25,150060,440,1,0,0,0,0,0,0,0,1,1,0,1,2501
9130,25,0,28,10,22,10,1,0,0,0,1,1,1,1,0,1,0,2501
88399,25,210,1,34,240,0,0,0,0,0,0,1,0,1,1,1,1,250181
220,25,1400,23,150,0,0,0,0,0,0,0,0,0,1,0,1,1,250130
37679225,2590,250,0,6,4,0,1,1,1,0,0,0,0,0,1,1,0,25007
378351297,25,5,24001,1,265,3900.1,0,0,0,0,0,0,0,1,0,0,1,2500711
363382,25,20,1,4,1,1,200,2,7400,0,0,0,0,1,1,0,1,25017
54882220,2,25,1470000,0,323,2500.0,0,0,0,0,0,0,0,1,1,0,1,250
3,3,70,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,2501
7515667250,25,18,3480,1,40,32000,0,1,1,0,0,0,0,1,1,1,1,25217
7306141,250,1900343,3,1,1,0,0,0,0,0,1,1,1,0,1,1,1,25015
82256615,252700,1,2,23,64,9500.0,0,0,0,0,1,0,0,0,0,1,1,25011
42682510,25,17,21,3,800,1,1,1,0,1,0,0,0,1,1,0,1,25017
15219,0,121,11,442,202,0,0,0,0,0,0,0,1,1,1,0,1,25007
791,9,22,231,280,0,400,0,1,1,1,0,0,1,0,1,1,1,25111
65,250,8,1900,0,0,0,0,1,1,1,0,0,0,1,1,1,1,2507
7821,105000,25,15,5318,23,100.0,0,0,0,0,0,0,1,1,1,1,0,2502
43588225,5,140,0,2,0,1,1,10,0,1,1,0,2,0,1,1,1,250417
7315522,121,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,25210
22,250,30,4539,2500,1,13,250,0,0,0,0,0,0,1,0,1,1,2510
31,2,25,3800,7,0,0,1,1,0,0,0,0,0,1,0,0,1,2522
7230,25,25,0,8,280,0,0,0,0,0,0,1,1,1,1,1,1,25220
61,2500,0,0,25,25000,0,0,0,0,0,0,0,0,0,1,0,1,2501
216326,2,25,1,28,10,24130.0,0,1,0,1,0,0,0,1,0,0,2,250177
7358825,252600,1,20,1,9,250,0,1,1,1,1,0,0,1,1,0,1,2501
921,2,0,20,0,0,1,0,0,0,1,1,1,1,0,1,0,1,25071
227,25,25,25,450,0,1490.0,0,0,0,0,1,0,0,0,1,0,0,250131
3761,225,21,38901,20,1,0,1,0,0,0,0,0,0,0,1,0,1,25092
4777,25,2500,1,1,200,83100.0,0,0,0,1,1,0,0,1,1,1,250,250626
2,25,1,0,1,23,1,0,0,0,0,0,0,1,1,1,0,1,25023
25178255,25,2700,9,9,470,0,0,0,0,0,0,1,1,1,0,0,1,2501
651265,22,24300,0,5,160,0,0,0,1,0,0,0,0,0,0,1,1,25017
52483,25,25,35,10000,11,0,0,0,0,0,0,0,1,0,0,1,1,2510001
79825,45,25,178010,420,10,0,0,0,0,0,1,0,1,0,1,0,0,2501
5,335,22,210,010,35,130,2,0,0,1,0,0,0,0,1,0,1,2501
270,8,6586,25,0,69,000,0,0,0,0,0,1,1,0,1,0,1,250
78748350,25,00,26,25,41,00,7,0,0,0,1,1,0,0,1,1,1,2500117
823,25,42,25000,0,410,10,0,0,0,0,1,0,1,0,0,0,1,2501
27,25,2500,0,25,9,9417.0,0,0,1,0,0,1,1,1,1,1,1,2501
7258754,1,27,25,200000,0,3,69,2,0,0,0,0,1,0,1,1,1,2501
66,25,2500,40,39,23,1600.0,0,0,0,0,0,1,1,0,0,1,1,250071
72618565,25,64500,0,0,1,44,930,0,0,0,1,0,1,0,0,0,1,250114
938,25,25,90,1,1,331,7,1,1,100,0,1,0,1,1,1,1,2501
8372715926,25,20,1,0,1,5700.0,0,0,0,0,0,0,0,0,1,1,1,250717
7,245,25,280,0,23,0,25,0,0,0,0,0,1,1,2,1,1,2500
3672,25,2800,1,5,200,1500.0,0,0,0,0,0,0,1,0,1,0,0,2501
78250,25,24,210,490,1,93,0,0,1,0,1,0,1,1,0,1,1,250
723,250,10,0,121,19,1,1,25012900,1,0,0,0,0,0,1,0,0,2502
27,8,25,250,0,11,0,1,2,0,1,0,0,1,0,0,0,1,2501
76590,25,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,250
23244652,25,15,1,1,7,0,0,1,0,1,0,0,0,1,0,1,1,25017
2349,85,25,73200,0,0,1700,010,0,1,0,1,0,0,1,1,1,1,25017
88486,25,25800,06,1,0,25,170000,0,1,1,0,1,0,0,0,0,1,2501
20327,25,20,0,2269,1,0,440,0,1,0,0,1,0,0,1,0,1,25017
27106890,25,25,2300,1,16,35,3163,0,1,1,0,0,2,0,1,1,2,25009
2798822,22,1,22,140,1,0,0,1,0,1,0,0,1,0,1,1,1,25027320
273,25,2542500,22,4,88,2760,0,0,1,1,0,1,1,1,0,1,0,25007
39,38625,2500,600,0,2430,0,0,1,0,0,0,1,0,1,0,1,1,250177
5145,2535800,0,3,190,1,210,0,0,0,1,0,1,1,1,0,1,1,25001
07054,25,1500,0,15,940,0,1,0,0,0,1,1,1,1,2,0,1,27502
12745558,68,25,20,0,10,34,98,0,0,0,0,0,0,0,1,0,1,2501
14824,25,270,450,2720,10,1,1,1,0,1,0,1,0,0,0,1,1,2501
286,2,2,0,1300,0,1,10,1,1,1,0,1,0,1,1,1,1,250779
7282722,2,2100,1,9,35,0,0,0,0,1,0,0,1,1,1,1,0,25017
825,2570,1,3440,27,0,0,0,1,0,0,1,0,1,1,1,1,1,2501
222515325,25,00,0,23,30,0,0,1,0,0,0,1,0,0,1,0,1,25017
727278,256,2,000,3,25,1660,60,0,0,0,0,0,0,0,0,0,1,25019
81639,5,2,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,2501
643232825,25000,1,239,44700,1,530,30,1,0,0,1,1,1,0,1,1,1,25011
5775335,25,251,009441,1,25200,58,160,1,1,0,0,1,0,1,0,1,1,2501
2427,279,25,250000,1,903,5000,710,0,0,0,0,1,0,1,1,0,1,25001
2741,25,282000,0,25,1,1126,0,0,0,0,0,0,0,0,1,1,1,250292
43832450,25,1100,9,66,30,3000.0,0,0,0,1,1,1,1,1,0,1,1,2501
